Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
394174,23-11-2020 01:39,4.29274E+18,fraud_Spinka Inc,grocery_net,102.23,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,09-06-1973,5e884f086f34cb8385d44b2b68660bb6,1385170778,38.68561,-76.744247,0
154741,14-08-2020 15:43,4.90663E+18,"fraud_Hintz, Bauch and Smith",health_fitness,65.04,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13-02-1987,32e0b19ff97916b16b458a6a8f502f90,1376495001,25.347025,-81.606039,0
43584,06-07-2020 11:49,3.51781E+15,"fraud_Rodriguez, Yost and Jenkins",misc_net,356.57,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16-10-1941,59e6eeebe838c64feafab80584f7159a,1373111374,37.366141,-79.627555,0
553873,31-12-2020 13:22,3.55363E+15,fraud_Pfeffer and Sons,shopping_pos,2.7,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",01-09-1984,6a2904aeff5b9e09c89e28fbc36755d1,1388496120,48.988534,-122.926744,0
344117,01-11-2020 06:52,2.24874E+15,"fraud_Schumm, Bauch and Ondricka",grocery_pos,130.92,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,11-11-1962,087a602c7f207541bd4a91d0a868df7e,1383288735,39.581209,-99.931475,0
182611,24-08-2020 12:18,6.30426E+11,fraud_Abshire PLC,entertainment,154.11,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,14-03-1970,f038376ba1f5d640d484195c667af2f3,1377346714,38.979055,-79.899985,0
350469,03-11-2020 10:26,2.51231E+15,fraud_Kiehn Inc,grocery_pos,106.5,John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",08-10-1956,0fd74da5957f1f77c94d1d591ffe80ae,1383474404,41.684053,-83.500929,0
127005,04-08-2020 09:59,6.76174E+11,"fraud_Stroman, Hudson and Erdman",gas_transport,122.48,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",25-04-1961,32110fc254004e5fa69d3756922975f7,1375610391,34.465275,-117.873501,0
387230,19-11-2020 18:49,6.59394E+15,fraud_Labadie LLC,personal_care,16.57,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,23-06-1983,e31294afaab0cd1036f21b6dc9dfe482,1384886999,33.850408,-118.828,0
296904,11-10-2020 13:22,6.59789E+15,fraud_Beier and Sons,home,12.24,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,23-08-1964,ce5823469faab6a2ea2440a0d967c928,1381497769,34.179085,-99.656165,0
444893,07-12-2020 14:31,2.13112E+14,fraud_White and Sons,home,41.02,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),03-06-1984,9c9778a3a971b019dcc8671e15de6659,1386426668,34.764337,-81.518866,0
445238,07-12-2020 15:33,3.58364E+15,fraud_Macejkovic-Lesch,shopping_pos,37.69,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01-01-1985,985f31dcb8a52b13093e86576878f898,1386430420,40.5965,-74.371683,0
86562,21-07-2020 03:57,4.19111E+15,fraud_Kiehn-Emmerich,grocery_pos,205.17,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,03-10-1992,9d5eb0e91b43dadbc046a93330cf183a,1374379039,39.124946,-82.144996,0
109431,28-07-2020 22:19,3.0235E+13,fraud_Dibbert-Green,entertainment,9.29,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22-01-1978,962a6450dfc627ca404b8acf871a15a1,1375049943,43.548094,-88.770116,0
318848,20-10-2020 12:29,4.746E+12,"fraud_Herman, Treutel and Dickens",misc_net,67.88,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",07-10-1998,a1a77270fc590b0e0cda36737ad14278,1382272163,40.681722,-87.267327,0
374939,14-11-2020 17:31,5.68279E+11,fraud_Shields-Wunsch,health_fitness,77,Micheal,Hernandez,M,6139 Mark Rapid Apt. 651,Christine,ND,58015,46.5522,-96.7909,291,Television floor manager,01-05-1991,9bfb912a9e1cd6f22d8edd6f557697b6,1384450273,46.194843,-96.980877,0
69310,14-07-2020 20:28,3.52142E+15,fraud_Gottlieb-Hansen,personal_care,34.78,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,30-11-1975,5797125fa576171590bdd9a4543c2a1c,1373833703,40.701548,-85.727097,0
316881,19-10-2020 19:39,5.01831E+11,fraud_Ernser-Feest,home,23.34,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,04-05-1962,12d397c7bf358313a2d717863e2fe0cd,1382211541,41.679525,-78.551278,0
210348,03-09-2020 06:03,3.04342E+13,fraud_Berge LLC,gas_transport,59.36,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,08-07-1995,30a08cd38e2c8ccd6d107d0ab097212c,1378188220,44.047439,-123.266059,0
181160,24-08-2020 01:05,3.56753E+15,"fraud_Jenkins, Hauck and Friesen",gas_transport,49.94,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",19-03-1962,b3725c458a90e0d0777777db6b0a796d,1377306347,30.835776,-101.842778,0
37689,04-07-2020 16:22,1.80018E+14,fraud_Metz-Boehm,shopping_pos,85.4,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,21-03-1988,84de0acd9712e6e379508bd8d153c891,1372954953,42.965648,-84.901158,0
292602,09-10-2020 12:04,4.78323E+12,"fraud_Wuckert, Wintheiser and Friesen",home,56.59,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,22-04-1961,bac65ae130a8e72e3139174f221f2f79,1381320299,38.099005,-99.95439,0
171888,20-08-2020 13:28,4.24792E+12,fraud_Kautzer and Sons,personal_care,1.05,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,09-03-1939,621b22fd920bc148b3305403ac9f58ad,1377005304,39.638832,-83.538445,0
473832,14-12-2020 01:54,4.01E+15,"fraud_Terry, Johns and Bins",misc_pos,29.53,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,24-08-1983,ecec1360e5897b3e84d4199f92bab2bc,1386986083,30.579125,-94.393203,0
313069,18-10-2020 14:32,3.70349E+14,fraud_Schoen-Quigley,kids_pets,42.88,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",03-09-1951,c3c9d479da479b5f0c18d5c7e8d02eeb,1382106739,31.508185,-90.446055,0
241186,16-09-2020 05:37,6.0115E+15,fraud_Rau and Sons,grocery_pos,121.39,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02-11-1971,e2ca0b9ade7600b4484ce825d7afbde8,1379309831,32.005675,-87.063368,0
282664,05-10-2020 01:53,2.22938E+15,fraud_Heller-Abshire,grocery_net,50.22,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,06-11-1984,ab6351bdc91a851018d64fae36cd7e36,1380937982,42.927012,-90.739076,0
214812,05-09-2020 16:07,3.02704E+13,fraud_Bogisich-Weimann,kids_pets,43.17,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,28-11-1972,1fb89901337db778ce19b65c2016244c,1378397236,39.732916,-91.158529,0
228674,11-09-2020 12:14,3.85885E+13,fraud_Hackett Group,travel,2.96,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,23-11-1990,ee80790b891193d05ff0c5f152ee9e84,1378901670,30.308156,-102.353588,0
458445,10-12-2020 11:06,4.65849E+15,fraud_Terry-Huel,shopping_net,1.03,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,04-11-1945,598ef607463275a540993cd28c4165f0,1386673587,39.801905,-79.760084,0
160731,16-08-2020 21:08,2.71402E+15,fraud_Kertzmann LLC,health_fitness,4.48,Christina,Moore,F,542 Finley Ports Apt. 396,West Finley,PA,15377,39.9914,-80.4408,724,Theme park manager,30-08-1995,cb0a7c814a52c6aa970b42aa7355d645,1376687335,40.334409,-80.685759,0
308053,16-10-2020 03:01,3.00424E+13,fraud_Huel Ltd,misc_net,714.25,Connor,Grant,M,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,16-05-1976,1537ced82ebd3654b8431608c59e712e,1381892484,41.436488,-74.172564,1
56672,11-07-2020 03:05,3.76657E+14,fraud_Nader-Heller,misc_net,67.77,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",03-12-1985,5d78f4234fd1851de7ec6c6b2c0c52b4,1373511926,30.175643,-94.56206,0
404249,27-11-2020 14:05,4.29404E+15,fraud_O'Connell-Ullrich,home,15.6,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,31-12-1986,47ef4678117c9c497ac29b877ee0905d,1385561144,34.039513,-82.420223,0
91645,22-07-2020 22:42,6.30452E+11,"fraud_Runte, Green and Emard",health_fitness,16.76,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,12-06-1972,499b5cf314ba7ce2a947394a263abb80,1374532953,46.841088,-85.749729,0
338642,29-10-2020 08:55,3.43464E+14,fraud_Hamill-Daugherty,misc_net,292.28,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,13-08-1962,40c224f9e2d129fd58ee53ae726ebf85,1383036934,35.910736,-78.308702,0
57549,11-07-2020 13:22,3.50604E+15,fraud_Bins-Tillman,entertainment,74.96,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,09-03-1989,cb833ab9698b4ef677cf27099434328b,1373548963,45.63189,-111.276311,0
437926,06-12-2020 10:19,5.80954E+11,fraud_Vandervort-Funk,grocery_pos,75.27,Jessica,Benitez,F,31281 Thomas Inlet,Montrose,NY,10548,41.2496,-73.9446,3487,Race relations officer,13-01-1960,37236d2b1f076f0e14101959d944ae62,1386325159,40.770556,-74.142314,0
163160,17-08-2020 14:17,4.57064E+15,"fraud_Langosh, Wintheiser and Hyatt",food_dining,29.01,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,09-04-1988,710bff29496d92c3fee33c767a60e62a,1376749064,29.757889,-82.177182,0
252927,21-09-2020 19:27,3.70819E+14,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,2.05,John,Davis,M,9670 Monroe Junctions,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,10-01-1976,64e0dc2e1a429a068e458ef1d93e69f6,1379791663,39.369325,-78.954971,0
249888,20-09-2020 19:14,3.53374E+15,fraud_Douglas-White,entertainment,22.62,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,04-06-1997,2d825916414350de7986f8af663c0839,1379704492,32.24902,-80.21737,0
332228,26-10-2020 16:11,5.03874E+11,fraud_Bruen-Yost,misc_pos,6.03,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,28-12-1975,bfe831eaebf26068f38f42b6d3285082,1382803917,29.93523,-98.155963,0
214404,05-09-2020 11:25,3.56418E+15,fraud_Mohr Inc,shopping_pos,57.25,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),04-03-1962,2fd820860fcef5112ad4efa0fc0b0ea1,1378380312,40.569463,-82.105927,0
82882,20-07-2020 07:04,6.01165E+15,"fraud_Raynor, Feest and Miller",gas_transport,42.23,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,26-10-1988,6a20738832583becf363274d3fbd1320,1374303895,37.930267,-92.918841,0
498703,19-12-2020 17:50,4.30103E+18,fraud_Romaguera Ltd,health_fitness,72.47,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,26-10-1978,1ad5d43fbd601bbd74e2e60d85b60dd2,1387475402,41.246984,-79.571681,0
43301,06-07-2020 09:33,6.0115E+15,fraud_Bauch-Raynor,grocery_pos,93.82,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02-11-1971,5982b5fc1622657aed958bc1038f4745,1373103207,31.606808,-86.863784,0
49694,07-07-2020 21:57,1.80048E+14,fraud_Wuckert-Goldner,home,80.52,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19-07-1974,8e2f6cac075285a40cd244c08012bb16,1373234228,40.677471,-73.766719,0
44266,06-07-2020 14:54,1.80065E+14,fraud_Weber and Sons,food_dining,23.51,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,30-03-1967,823dee6f6d6eaf2af6a415db16815fbe,1373122449,38.014374,-87.2344,0
462224,11-12-2020 12:45,3.02353E+13,"fraud_Hettinger, McCullough and Fay",home,2,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,16-08-1977,b38dc1fae427c0bb22f351d768a91933,1386765935,40.571673,-73.870473,0
91919,23-07-2020 02:18,3.55888E+15,fraud_Rodriguez Group,gas_transport,51.93,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",28-03-1957,bc3ca3c37c3fe761cab0c32a9bc28fb7,1374545922,35.971855,-111.827965,0
22562,29-06-2020 03:35,5.02038E+11,fraud_Terry-Huel,shopping_net,95.53,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",18-03-1980,e1406f4f6ae3f96c006e06dd46196354,1372476947,37.062139,-93.745404,0
244414,18-09-2020 06:13,2.13157E+14,fraud_Cummerata-Jones,gas_transport,85.69,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30-07-1982,ab36cead4e265509570ab28ef9a65f12,1379484807,33.284982,-117.661207,0
256231,22-09-2020 20:58,1.80036E+14,"fraud_Hermiston, Russel and Price",food_dining,129.81,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,20-11-1974,7424582f3ba44389c6ac1e6b5ba9e4da,1379883530,43.502037,-90.433281,0
19618,28-06-2020 08:58,6.01135E+15,fraud_Skiles-Ankunding,grocery_net,40.47,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,12-07-1980,b711ef895b9955fc272793dbd15c0e5f,1372409896,33.155148,-87.662256,0
498877,19-12-2020 18:42,6.59325E+15,"fraud_Turner, Ziemann and Lehner",food_dining,85.58,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,04-01-1977,09c65fa91b01bc237031e5fe0f34b762,1387478548,26.974996,-80.275743,0
504056,20-12-2020 19:43,3.54008E+15,fraud_Block Group,misc_pos,6.63,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,27-01-1987,c66f1b19a80cbf558d1826edbccc74c7,1387568606,44.10031,-93.585852,0
162158,17-08-2020 07:49,2.25206E+15,"fraud_Reichert, Huels and Hoppe",shopping_net,76.1,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,19-08-1991,233c113680d3f2f97579e9fcd399a8a2,1376725773,43.733644,-90.555625,0
359651,08-11-2020 02:51,3.77234E+14,fraud_Huel Ltd,misc_net,8.25,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,14-02-1966,ae46b52e6f49013de39a2682392a3355,1383879082,39.442009,-77.800931,0
204017,31-08-2020 20:53,3.71683E+14,"fraud_Lubowitz, Terry and Stracke",personal_care,34.05,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,19-03-1929,f43734dcb399c0d633bef8c82d972093,1377982418,40.783933,-74.366834,0
113022,30-07-2020 18:14,3.59801E+15,fraud_Pouros-Conroy,shopping_pos,4.59,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,07-10-1993,8cccfbd50f9ccf871ed1e8a867da4853,1375208063,36.388451,-77.096331,0
114535,31-07-2020 11:46,3.02704E+13,fraud_Barton Inc,grocery_pos,85.5,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,28-11-1972,972d0dd8b03b8d76a6ae18c60718c488,1375271204,40.806575,-91.294861,0
452071,08-12-2020 17:20,4.00399E+15,fraud_Bauch-Blanda,entertainment,70.32,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,08-02-1989,215922673a8f06db4ca19aae62f74e5f,1386523238,33.800597,-86.366006,0
76624,18-07-2020 04:49,4.06998E+15,fraud_Bailey-Morar,grocery_pos,205.41,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,18-09-1980,c9eaa59d010f7edcbf4f64264bd3f997,1374122976,38.094368,-82.163356,0
153300,13-08-2020 22:40,4.45195E+15,fraud_Pacocha-Weissnat,kids_pets,51.61,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,30-07-1980,f9cfc6596dbba2377950c74f6c48b5d0,1376433631,34.843226,-102.386728,0
133306,06-08-2020 22:18,3.53374E+15,"fraud_Kerluke, Kertzmann and Wiza",misc_net,7.92,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,04-06-1997,0859dcaad8b90aef97f432b114e3462a,1375827489,32.890699,-80.366978,0
235471,14-09-2020 09:23,3.60781E+13,fraud_Vandervort-Funk,grocery_pos,132.02,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,26-06-1926,7721caf2e197e63e322ce8d70da2126c,1379150598,37.746534,-83.067614,0
543380,29-12-2020 01:17,4.71574E+18,fraud_Kutch LLC,gas_transport,53.28,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,30-03-1941,a48c0e54071643ea56ef6c6da3e6271f,1388279867,37.407031,-97.560418,0
69428,14-07-2020 21:01,4.746E+12,fraud_Schmitt Ltd,misc_net,69.56,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",07-10-1998,b33eaae53d15a4ceaac858755aae3a1e,1373835663,40.574981,-87.056464,0
269071,28-09-2020 20:32,3.51237E+15,"fraud_Turner, Ruecker and Parisian",misc_pos,6.34,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,31-03-1985,82715c850b9fb6fc873f1f7c7f73558a,1380400368,38.201534,-91.188672,0
416409,01-12-2020 01:15,4.30663E+12,"fraud_Turner, Ruecker and Parisian",misc_pos,39.23,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,12-03-1960,594262513bb9c1ff71a7e520e020ac1d,1385860525,39.570316,-90.827816,0
185415,25-08-2020 03:07,3.59511E+15,fraud_Corwin-Collins,gas_transport,68.03,Jeffery,Sanders,M,5278 Sarah Station Apt. 009,Cardwell,MO,63829,36.0434,-90.2907,1120,Television floor manager,17-04-1957,a9bc47bdfd495c6addca309947a42fef,1377400024,36.883958,-91.014248,0
216611,06-09-2020 11:44,3.5338E+15,"fraud_Rowe, Batz and Goodwin",grocery_pos,126.16,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",13-09-1940,58829e4e984436cc07620cdfc177667e,1378467888,40.037486,-98.645568,0
262110,26-09-2020 04:51,3.59636E+15,"fraud_Rowe, Batz and Goodwin",grocery_pos,42.72,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,27-05-1973,722229e8d8d8110cae0c9e7581dd7fcb,1380171102,40.789231,-78.057056,0
230102,12-09-2020 04:31,1.80046E+14,fraud_Gleason-Macejkovic,shopping_net,51.5,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",24-03-1968,06acb956f406302da22c2bd942b93d6a,1378960266,44.628223,-122.024648,0
528558,26-12-2020 06:59,3.88595E+13,fraud_Jast-McDermott,shopping_pos,3.07,Edward,Sanchez,M,594 White Dale Suite 530,Malad City,ID,83252,42.1808,-112.262,4154,Nature conservation officer,19-01-1962,fece2f02ce2300a187dd995b3198c584,1388041184,41.525322,-112.858146,0
331487,26-10-2020 11:31,3.7252E+14,"fraud_Schaefer, McGlynn and Bosco",gas_transport,58.26,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20-02-2000,d5f6a9358a3f946a52e08e05130c34b3,1382787085,48.884878,-94.226801,0
44398,06-07-2020 15:28,3.04282E+13,"fraud_Metz, Russel and Metz",kids_pets,48.66,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,02-07-1982,ec0b6096d64d7e40998d13e156122482,1373124533,40.460757,-75.984476,0
504927,20-12-2020 22:41,3.7252E+14,fraud_Hickle Group,shopping_pos,177.45,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20-02-2000,fbb5a80e921aa5cdda49faa19c9c0898,1387579282,47.61238,-92.432735,0
31890,01-07-2020 23:45,4.9883E+12,fraud_Quitzon-Goyette,home,29.18,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,17-03-1937,78fa525bb4eb25e362234c8ae04f43a0,1372722300,41.134401,-74.345279,0
393645,22-11-2020 21:25,4.81079E+18,"fraud_Hahn, Bahringer and McLaughlin",personal_care,91.45,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,28-07-1988,fa0dd9db23f8284471050e81e79f433c,1385155508,38.875338,-83.704225,0
85652,20-07-2020 22:01,4.50992E+15,fraud_Larson-Moen,entertainment,32.88,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,28-03-1972,e89da810f1519622bd3cef19a94c1e84,1374357667,44.222792,-96.445311,0
202170,31-08-2020 11:56,6.52318E+15,fraud_Heaney-Marquardt,entertainment,4.72,Alan,Taylor,M,560 Molina Path,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",13-04-1953,872acf25237629104b7b8e8c8e013c5d,1377950187,41.202891,-73.723493,0
196439,29-08-2020 16:59,6.0115E+15,fraud_Reichel LLC,personal_care,32.86,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02-11-1971,2c06a5bb4fe982348ff8ca158a3c9de5,1377795563,31.839674,-87.207934,0
114006,31-07-2020 05:00,4.82402E+15,"fraud_Tillman, Dickinson and Labadie",gas_transport,49.25,Christina,Nelson,F,1233 Sutton Road Suite 701,Bynum,TX,76631,31.9907,-96.9837,522,Commercial/residential surveyor,21-03-1946,47823b6e93bd6059f94176093c947c9b,1375246831,32.972156,-97.773871,0
285045,05-10-2020 20:25,3.59511E+15,fraud_Homenick LLC,personal_care,71.78,Jeffery,Sanders,M,5278 Sarah Station Apt. 009,Cardwell,MO,63829,36.0434,-90.2907,1120,Television floor manager,17-04-1957,2f760204afff9abb62dc6ed31e15bf67,1381004744,35.788316,-89.511656,0
71964,16-07-2020 00:59,3.59822E+15,fraud_Kunde-Sanford,misc_net,54.29,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",21-10-1970,d40bcf0198fdc78ab83c7c5f05ec79fd,1373936351,40.867996,-74.206332,0
13029,25-06-2020 15:13,2.71391E+15,fraud_Kutch-Ferry,home,37.93,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,13-02-1964,6fa1272a975596912f585a0cdfef4e50,1372173223,32.389548,-92.020162,0
161557,17-08-2020 02:52,3.0371E+13,fraud_Klocko LLC,misc_net,19.44,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138,-89.2231,2135,"Development worker, community",31-01-1961,38a833d7eb6803e7c60b89fbb79a452f,1376707965,38.857714,-88.763412,0
77072,18-07-2020 11:01,3.55972E+15,fraud_Goyette Inc,shopping_net,94.13,Matthew,Huerta,M,622 Williams Trafficway,Ringwood,IL,60072,42.4048,-88.3054,928,Outdoor activities/education manager,13-05-1985,cf81d719c42f83146a3ea80817f65d2c,1374145289,43.251408,-87.984545,0
458798,10-12-2020 13:30,3.59074E+15,fraud_Labadie LLC,personal_care,3.67,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20-12-1975,6bbcf3b3542d509f71b92b64e42b7b02,1386682206,34.934955,-93.221337,0
89408,21-07-2020 21:20,3.56826E+15,fraud_Hermann-Gaylord,misc_pos,4.81,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,24-11-1994,4919531c9872cc1b41a62c67f5b278d3,1374441609,41.081965,-84.39339,0
